Contact ID,What is your current level of education?,Primary Associated Company ID,Number of Associated Deals,Omics Technology you are more interested in,Country/Region,City,Create Date,Level of Education,Last Activity Date,Original Source,Close Date,Days To Close,How difficult was it to take the couses?,How would you rate your experience?,Quote/Testimonial,Rate your experience,Rate your overall experience,Total Revenue,Was the previous course you took useful to complete this lesson?,Were the topics covered of interest?,What would you rate the workshop (1 poor - 5 excellent),Would you recommend the OmicsLogic Bioinformatics Research Fellowship Program to other students?,Would you recommend the course to anyone?,Associated Company
10810801,,6616955564,2,,Nigeria,Makurdi,3/30/21 4:53,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"Federal University of Agriculture, Makurdi"
10810351,M.Sc,6616934060,2,,NIGERIA,KADUNA,3/30/21 4:39,,4/21/21 10:00,Direct Traffic,,,,,NO,,,,,,,,,Ahmadu Bello University Zaria
10810301,,6616917125,4,,Tanzania,Dar es Salaam,3/30/21 4:26,Faculty ( In a University or any other institution),9/24/21 8:30,Offline Sources,,,,,,,,,,,,,,Muhimbili University of Health and Allied Sciences
10809801,PhD Biomedical Science,6435356955,4,,bizkaia,Bilbao,3/30/21 4:19,,12/20/21 9:00,Organic Search,3/31/21 11:10,2,,,,,,,,,,,,None
10807001,,6617243913,2,,Nigeria,Makurdi,3/30/21 4:15,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,University of Agriculture Makurdi
10810001,,6435329933,,,iran,tehran,3/30/21 4:14,,4/15/21 10:00,Organic Search,,,,,,,,,,,,,,shahid beheshti university
10809951,,6617252717,3,,Nigeria,Zaria,3/30/21 4:13,,6/21/21 9:00,Direct Traffic,,,,,,,,,,,,,,Ahmadu Bello University Zaria
10809601,,6616636329,2,,Nigeria,Lokoja,3/30/21 3:54,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Kogi State Uni
10809051,,6617265208,4,,Nigeria,onitsha,3/30/21 3:53,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",9/24/21 8:30,Direct Traffic,,,,,,,,,,,,,,"Nnamdi Azikiwe University, Awka"
10809151,Postgraduate,8056797965,1,,CN,Shanghai,3/30/21 3:26,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/18/22 10:00,Direct Traffic,4/18/21 12:14,20,It was not hard neither too easy,,,4,,225,Yes,,,,Yes,Zhengzhou University
10808451,,6616951182,2,,Nigeria,Satellite town,3/30/21 3:15,,4/7/21 10:30,Direct Traffic,,,It was not hard neither too easy,,,5,,,Yes,,,,Yes,University of Lagos
10808251,,6616917160,2,,Nigeria,Ile - Ife.,3/30/21 3:05,,4/7/21 10:30,Organic Social,,,,,,,,,,,,,,Obafemi Awolowo university Teaching Hospitals Complex
10808001,PhD,6616942396,3,,Nigeria,Zaria,3/30/21 2:57,,6/21/21 9:00,Direct Traffic,,,,,,,,,,,,,,Ahmadu Bello University Zaria
10807201,,6616930473,2,,Nigeria,Ogbunka,3/30/21 2:56,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"Federal college of education Technical Umunze, in affiliation with Nnamdi Azikiwe University Awka."
10807901,,6435027623,,,India,Kancheepuram,3/30/21 2:50,,4/20/21 8:30,Organic Social,,,,,,,,,,,,,,Bharath Institute of Science and Technology
10803601,,6617252715,2,,Nigeria,Onitsha,3/30/21 2:35,,8/22/21 8:37,Direct Traffic,,,,,,,,,,,,,,Nnamdi Azikiwe University Awka
10807101,Undergraduate,6422220833,2,,United States,Richmond,3/30/21 2:30,,4/18/22 10:00,Organic Search,5/18/21 7:36,50,Extremely easy,,N/A,3,,,Yes,,,,Yes,Earlham College
10806801,Undergraduate,6616961876,2,,Nigeria,Lagos,3/30/21 2:22,Undergraduate (Bachelors - B.Sc. or B.A.),5/13/22 7:45,Direct Traffic,,,It was not hard neither too easy,,,3,,,Yes,,,,Yes,University of Lagos
10806701,,6616961873,2,,Nigeria,Kaduna,3/30/21 2:18,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Ahmadu Bello university zaria
10806451,MSC in view,6616925863,4,,Nigeria,Lagos,3/30/21 2:14,Scientist (Institution or Company) ,3/1/22 10:00,Direct Traffic,,,,,,,,,,,,,,Lagos State Primary Health Care Board
10806201,,6435356850,,,Nigeria/Northwest,Zaria,3/30/21 2:11,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Ahmadu Bello University
10805751,,6616951141,2,,Nigeria,Makurdi,3/30/21 2:10,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"University of Agriculture, Makurdi Benue State."
10805851,,6616636334,2,,Nigeria,Lagos,3/30/21 2:00,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,University of Lagos
10806051,,6616934030,2,,Nigeria,Lagos,3/30/21 1:55,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,University of Lagos
10805901,,6617256229,2,,Nigeria,Zaria,3/30/21 1:54,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"Ahmadu Bello University, Zaria"
10806001,M.Sc.,6616946009,2,,Nigeria,Yaba,3/30/21 1:52,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Biologix support services
10805151,,6435462168,,,Benue State,Makurdi,3/30/21 1:34,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Federal University Of Agriculture  Makurdi
10804901,,6616945986,2,,Nigeria,Ado Odo Ota,3/30/21 1:27,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",3/1/22 8:00,Direct Traffic,,,,,,,,,,,,,,"Ogun State Inst. of Tech. Igbesa, Ogun State"
10470301,,6616636336,2,,Nigeria,Mushin,3/30/21 1:16,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Patricks Diagnostic Ltd
10804801,,6617261384,2,,Nigeria,Agbara,3/30/21 1:15,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Ogun state institute of technology
10804851,,6616942359,2,,Nigeria,Abeokuta,3/30/21 1:15,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Ministry of Health
10804701,,6616930460,2,,Nigeria,Sokoto,3/30/21 1:12,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Ministry of Health Sokoto
10802401,Completed Bachelor's of Science in Microbiology (Honours) in October 2020.,6433574954,1,,India,Kolkata,3/30/21 1:06,,4/28/21 6:49,Organic Search,4/4/21 23:30,6,It was not hard neither too easy,,,4,,20,Yes,,,,Yes,Not Applicable
10804551,,6616636432,2,,Nigeria,Makurdi,3/30/21 1:04,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"Federal University of Agriculture, Makurdi"
10804401,400,6617256222,3,,Nigeria,Awka,3/30/21 1:02,,4/28/21 10:30,Direct Traffic,4/19/21 13:34,21,It was not hard neither too easy,,,4,,,Yes,,,,Yes,"Nnamdi Azikiwe University, Awka, Anambra state."
10804501,,6435279880,,,India,Delhi,3/30/21 1:01,Faculty ( In a University or any other institution),4/15/21 10:00,Direct Traffic,,,,,,,,,,,,,,Vmmc
10804251,,6616961846,2,,Nigeria,Calabar,3/30/21 0:44,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Company
10803951,,6616922235,2,,Nigeria,Alimosho,3/30/21 0:30,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"University of Lagos, Lagos"
10804051,,6422918432,1,,India,Puri,3/30/21 0:28,,8/4/21 9:30,Referrals,,,,,,,,,,,,,,Odisha University Of Agriculture And Technology
10803701,,6616955575,2,,Nigeria,Makurdi,3/30/21 0:20,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,University of Agriculture Makurdi
10803651,,6617261349,2,,Nigeria,Bariga,3/30/21 0:04,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,University of Lagos
10802501,,6616955650,2,,Nigeria,Makurdi,3/29/21 22:32,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"Federal University of Agriculture Makurdi, Benue state"
10802201,,6617248266,2,,Nigeria,Makurdi,3/29/21 22:24,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"University of Agriculture, Makurdi"
10802001,,6617265191,2,,Nigeria,Lagos,3/29/21 22:22,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Healthcare
10801651,,6435394071,,,India,Bengaluru,3/29/21 21:58,,4/15/21 10:00,Email Marketing,,,,,,,,,,,,,,Sri Krishna arts and science College
10801501,,6616638826,2,,Nigeria,Zaria,3/29/21 21:53,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,National research institute for chemical technology
10801551,,6617256225,2,,Nigeria,Umuahia,3/29/21 21:53,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"Michael Okpara University of Agriculture, Umudike"
10800401,,6616922282,2,,Nigeria,Ibadan,3/29/21 19:40,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"University of Ibadan, Ibadan"
10800151,,6616945996,2,,Nigeria,Sokoto,3/29/21 19:16,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"Usmanu Danfodiyo University, Sokoto"
10799951,,,,,,,3/29/21 18:26,,3/29/21 18:26,Offline Sources,,,,,,,,,,,,,,
10799651,B.Sc,6616945979,3,,Nigeria,Lagos,3/29/21 17:58,Undergraduate (Bachelors - B.Sc. or B.A.),4/12/22 10:00,Direct Traffic,,,,,,,,,,,,,,"Akanu Ibiam Federal Polytechnic Unwana, Afikpo Ebonyi State."
10799551,,6435356852,,,Delta,Asaba,3/29/21 17:56,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Federal University of Agriculture Makurdi
10796051,,6617248168,2,,Nigeria,Makurdi,3/29/21 17:52,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,University
10799051,,6616961851,2,,Nigeria,Makurdi,3/29/21 17:31,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"Federal university of Agriculture, Makurdi"
10798951,,6616942402,2,,Nigeria,Sokoto,3/29/21 17:22,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,BUK
10798751,,6435138570,,,Cross River State,Calabar,3/29/21 16:59,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"University of Calabar Teaching Hospital, Calabar, Nigeria."
10798501,,6617265214,2,,Nigeria,Lagos,3/29/21 16:36,,4/7/21 10:30,Organic Social,,,,,,,,,,,,,,University of Lagos
10797151,,6435172234,2,,France,Montévrain,3/29/21 16:30,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",10/19/21 10:00,Organic Social,,,,,,,,,,,,,,University of the Aegean
10798451,,6616917148,2,,Nigeria,Zaria,3/29/21 16:27,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,University
10798351,,6616951188,2,,Nigeria,Jibia,3/29/21 16:25,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Ahmadu Bello University Zaria
10791951,,6616934009,2,,Nigeria,Zaria,3/29/21 16:21,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"Ahmadu Bello University, Zaria"
10798101,,6435356835,2,,Country,Kaduna,3/29/21 16:17,,4/28/21 10:30,Direct Traffic,4/7/21 6:06,9,,,,,,,,,,,,University of St Andrews
10797351,Graduate,6617252711,2,,Nigeria,Lagos,3/29/21 15:43,,9/22/21 9:30,Direct Traffic,,,,,No,,,,,,,,,"University of Nigeria, Nsukka"
10797001,,6616942355,2,,Nigeria,Lagos,3/29/21 15:29,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Vetcall Consult Animal Hospital
10796751,,6616961875,2,,Nigeria,Zaria,3/29/21 15:18,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Ahmadu Bello University
10796701,,6616938350,3,,Nigeria,Benin,3/29/21 15:08,,4/7/21 10:30,Direct Traffic,6/4/21 15:42,68,,,,,,,,,,,,University of Benin
10796351,,6616934041,2,,Nigeria,Zaria,3/29/21 15:06,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,University
10796501,,6616930451,2,,morocco,fes,3/29/21 15:01,,,Offline Sources,,,,,,,,,,,,,,faculty
10796001,,6617261387,2,,Nigeria,Makurdi,3/29/21 14:56,Undergraduate (Bachelors - B.Sc. or B.A.),5/19/22 8:30,Direct Traffic,,,,,,,,,,,,,,"Veterinary Teaching Hospital, Federal University of Agriculture Makurdi, Benue State, Nigeria."
10796201,,6616917133,3,,Nigeria,Gusau,3/29/21 14:56,,3/1/22 10:00,Direct Traffic,,,,,,,,,,,,,,University
10795851,Postgraduate (M. Sc),6616955648,2,,Nigeria,Zaria,3/29/21 14:54,Undergraduate (Bachelors - B.Sc. or B.A.),4/22/22 10:00,Direct Traffic,,,,,,,,,,,,,,Ahmadu Bello University
10790101,Graduate,6617248179,3,,Nigeria,Abeokuta,3/29/21 14:53,,4/28/21 10:30,Direct Traffic,4/12/21 4:51,14,It was not hard neither too easy,,,3,,,Yes,,,,Yes,"Federal Neuropsychiatric, Aro"
10795201,,6435393977,2,,Malaysia,Seri Kembangan,3/29/21 14:50,,6/21/21 9:00,Direct Traffic,,,,,,,,,,,,,,Universiti Putra Malaysia
10794201,,6616946000,3,,Nigeria,Kaduna,3/29/21 14:34,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Direct Traffic,,,,,,,,,,,,,,Ahmadu Bello University Zaria Nigeria
10794501,,6616961852,2,,Nigeria,Zaria,3/29/21 14:31,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Ahmadu Bello University Zaria-Nigeria
10794601,,6435356851,,,Italia,Marsico Nuovo,3/29/21 14:29,,4/15/21 10:00,Email Marketing,,,,,,,,,,,,,,Università degli studi di Salerno
10793551,,6435248236,,,Nigeria/south east,Awka,3/29/21 14:25,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Nnamdi azikiwe University
10792201,,6617265197,2,,Nigeria,Makurdi,3/29/21 14:16,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Federal University of Agriculture
10789951,,6616942390,2,,Nigeria,Abeokuta,3/29/21 14:13,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Neuropsychiatric hospital aro
6786801,,6616951140,2,,Nigeria,Awka,3/29/21 14:05,Doctorate (Ph.D.),11/29/21 9:00,Organic Social,,,,,,,,,,,,,,"Nnamdi Azikiwe University, Awka,  Nigeria"
10793151,,,,,,,3/29/21 13:57,,,Offline Sources,,,,,,,,,,,,,,
10792801,Master's in microbiology,6537817000,3,,India,Bangalore,3/29/21 13:50,,9/24/21 8:30,Organic Social,,,,,,,,,,,,,,JSS academy of Higher Research Mysore
10792751,Master degree,6616925876,2,,Other,Makurdi,3/29/21 13:49,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",4/22/22 10:00,Direct Traffic,,,,,,,,,,,,,,Federal University of Agriculture
10792501,Graduate,6616914057,2,,Nigeria,makurdi,3/29/21 13:48,"Graduate (Masters, M.Sc. typically with intent to pursue Ph.D.)",5/19/22 8:30,Direct Traffic,,,It was not hard neither too easy,,I am eager to learn new things,4,,,Yes,,,,Yes,University of Agriculture Makurdi
10792651,,6616945987,2,,Nigeria,Zaria,3/29/21 13:48,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Ahmadu Bello University Zaria
10792851,Masters,,,,Canada,Kingston,3/29/21 13:47,,3/29/21 23:48,Direct Traffic,,,Extremely easy,,,5,,,Yes,,,,Yes,
10792301,,6435279902,,,India,Angul,3/29/21 13:43,,4/12/22 10:00,Email Marketing,,,,,,,,,,,,,,Student
10792351,,6616638818,2,,Nigeria,"Samaru, Zaria",3/29/21 13:43,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Ahmadu Bello University Zaria
10792151,,6434919599,,,india,Jiaganj,3/29/21 13:38,,4/15/21 10:00,Email Marketing,,,,,,,,,,,,,,Techno india university
10791651,,6422855805,1,,India,ranchi,3/29/21 13:27,,4/15/21 10:00,Email Marketing,,,,,,,,,,,,,,sri krishna art and science collage
10791051,,6616946007,2,,Nigeria,Enugu,3/29/21 13:25,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,University of Nigeria
10791351,Degree,6617243907,2,,NG,Makurdi,3/29/21 13:22,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Association of Veterinary Medical Students
10791101,,6617248271,2,,Nigeria/West Africa,Zaria,3/29/21 13:17,,4/12/21 10:00,Direct Traffic,,,,,,,,,,,,,,Ahmadu Bello University Zaria
10791251,,6434995887,,,India,Kanpur,3/29/21 13:15,,4/15/21 10:00,Email Marketing,,,,,,,,,,,,,,IASRI new delhi
10790701,,6434995969,,,India,Goa,3/29/21 13:06,,4/15/21 10:00,Email Marketing,,,,,,,,,,,,,,Icar
10790251,,6435316888,,,India,Junagadh,3/29/21 12:58,,9/24/21 8:30,Direct Traffic,,,,,,,,,,,,,,Junagadh Agricultural University
10790151,,6616951198,2,,NIGERIA,AWKA,3/29/21 12:57,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,NNAMDI AZIKIWE UNIVERSITY
10789751,,6435216954,,,Pakistan,charsadda,3/29/21 12:51,,9/24/21 8:30,Organic Social,,,,,,,,,,,,,,bacha khan university charsadda
10790001,,6435329884,,,India,THANE,3/29/21 12:51,,4/15/21 10:00,Email Marketing,,,,,,,,,,,,,,Weizmann
10789051,,6616922287,2,,Nigeria,LAGOS,3/29/21 12:24,,5/19/22 8:30,Direct Traffic,,,,,,,,,,,,,,"College of Medicine, University of Lagos"
10788751,,6617248184,2,,Nigeria,Sokoto,3/29/21 12:18,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Usmanu Danfodiyo University Sokoto
10784551,,6616945976,2,,NIGERIA,MAKURDI,3/29/21 12:16,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,FEDERAL UNIVERSITY OF AGRICULTURE MAKURDI
10788401,,6617256119,2,,Nigeria,Kaduna,3/29/21 12:08,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Novonetrix Research Incorporation
10788251,,6616922275,2,,Nigeria,Makurdi,3/29/21 12:06,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"University of Agriculture, Makurdi"
10788101,,6617256228,2,,Nigeria,Sokoto,3/29/21 12:04,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Usmanu Danfodiyo University Sokoto
10787751,,6435027538,,,Germany,Berlin,3/29/21 11:56,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,RKI
10787201,,6435216968,,,United Kingdom,Sheffield,3/29/21 11:48,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Sheffield Hallam University
10787001,,6616914076,2,,Nigeria,Lagos,3/29/21 11:47,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,College of Medicine University of Lagos
10787151,Phd student,6616636419,2,,Morocco,Meknes,3/29/21 11:45,,4/21/21 10:00,Email Marketing,,,,,,,,,,,,,,Sidi Mohamed Ben Abdellah university
10786851,,6435172256,,,Lagos,Idi Araba,3/29/21 11:43,,4/22/22 10:00,Direct Traffic,,,,,,,,,,,,,,University of Lagos
10786501,,6616942386,2,,Nigeria,FCT,3/29/21 11:27,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,University of Abuja
10786301,,6435061255,,,India,Howrah,3/29/21 11:15,,4/15/21 10:00,Email Marketing,,,,,,,,,,,,,,"Techno India University, West Bengal"
10786151,research scholar,6434995858,,,INDIA,NIZAMABAD,3/29/21 11:13,,4/15/21 10:00,Email Marketing,,,,,,,,,,,,,,CENTRAL UNIVERSITY OF TAMILNADU
10785401,,6435138472,,,Vietnam,Ho Chi Minh City,3/29/21 10:40,,4/15/21 10:00,Organic Social,,,,,,,,,,,,,,University of Medicine and Pharmacy at Ho Chi Minh City
10785151,,6616917153,2,,Nigeria,Makurdi,3/29/21 10:37,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,"Federal University of Agriculture, Makurdi"
8957301,,6435248201,,,India,Bangalore,3/29/21 9:59,,4/15/21 10:00,Direct Traffic,,,,,,,,,,,,,,University
10784051,,6435329962,,,Poland,Warsaw,3/29/21 9:34,,4/15/21 10:00,Email Marketing,,,,,,,,,,,,,,Warsaw University of Technology
10783751,,6435462236,,,India,pune,3/29/21 9:21,,4/20/21 8:30,Email Marketing,,,,,,,,,,,,,,NA
10783601,,6435316996,,,India,Hoshiarpur,3/29/21 9:12,,4/15/21 10:00,Direct Traffic,,,,,,,,,,,,,,Former Lecturer in Bioinformatics Dept at kmv jal.
10783101,,6435462198,,,India,Bangalore,3/29/21 8:51,,8/26/21 9:30,Direct Traffic,,,,,,,,,,,,,,Biocon Limited
10782801,,6434947669,,,Pakistan,Sialkot,3/29/21 8:43,,4/15/21 10:00,Direct Traffic,,,,,,,,,,,,,,Govt. Murray college.
10782301,,6434947681,,,India,Warangal,3/29/21 8:32,,3/28/22 10:00,Direct Traffic,,,,,,,,,,,,,,University
10782151,,6434947685,2,,Jordan,Amman,3/29/21 8:24,,6/21/21 9:00,Email Marketing,,,,,,,,,,,,,,King Hussein Cancer Center
10781851,,2618139879,1,,,,3/29/21 7:57,,4/14/21 11:47,Offline Sources,4/2/21 11:21,5,,,,,,297,,,,,,Johns Hopkins Medicine
10781551,Bachelors of technology,,,,India,vijayawada,3/29/21 7:47,,,Organic Search,,,,,,,,,,,,,,
10781001,,,,,,,3/29/21 7:15,,,Offline Sources,,,,,,,,,,,,,,
10780751,,7575406508,,,IN,Hisar,3/29/21 7:06,Faculty ( In a University or any other institution),2/18/22 8:00,Email Marketing,,,,,,,,,,,,,,LUVAS
10780601,,6422918438,1,,India,Chennai,3/29/21 6:57,,3/29/21 6:57,Organic Search,,,,,,,,,,,,,,Rajalakshmi Engineering College
10780501,Bsc biochemistry and chemistry final year student,,2,,south africa,makapanstad,3/29/21 6:55,,,Direct Traffic,,,,,i just want to know if you can study bioinformatics and become successful without having a background in programming and what can you suggest to prepare myself for programming?,,,,,,,,,
10780251,,6434995986,,,India,Bangalore,3/29/21 6:49,,4/7/21 10:30,Organic Social,,,,,,,,,,,,,,Na
10779651,,6435329958,,,Poland,20-470,3/29/21 6:18,,4/15/21 10:00,Email Marketing,,,,,,,,,,,,,,Medical University of Lublin
10778851,,6435138582,,,Norway,Oslo,3/29/21 6:08,,4/15/21 10:00,Email Marketing,,,,,,,,,,,,,,Nmbu
10777801,,,,,,,3/29/21 5:09,,,Offline Sources,,,,,,,,,,,,,,
10777451,,3971996055,,,,,3/29/21 5:01,,,Offline Sources,,,,,,,,,,,,,,King Abdullah University of Science and Technology
10776951,,6617243910,2,,Nigeria,Lagos,3/29/21 4:08,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Biologix Support Services
10776651,Masters,6434947628,2,,India,Gurugram,3/29/21 3:53,,6/21/21 9:00,Organic Social,,,,,,,,,,,,,,Banaras Hindu University
10776151,,6435462196,,,Turkey,Ankara,3/29/21 3:03,,4/16/21 10:00,Direct Traffic,,,,,,,,,,,,,,Ankara University
10774451,,6616934034,2,,Nigeria,Benin,3/29/21 0:07,,11/29/21 9:00,Organic Social,,,,,,,,,,,,,,University of Benin
10773601,Persuing Undergraduation,6435426205,,,,,3/28/21 23:37,,,Organic Social,,,,,,,,,,,,,,Osmania University
10773851,,,,,,,3/28/21 23:27,,,Organic Social,,,,,,,,,,,,,,
10773501,,6422794639,1,,United States,Goliad,3/28/21 23:17,,9/22/21 9:30,Organic Search,,,,,,,,,,,,,,University of Houston-Victoria
10771551,,6616955567,2,,Nigeria,Port Harcourt,3/28/21 18:39,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,Rivers State University
10770801,,6617252702,2,,Nigeria,Benin city,3/28/21 15:48,,4/7/21 10:30,Organic Social,,,,,,,,,,,,,,University
10770601,,6616955518,2,,Nigeria,Lagos,3/28/21 15:31,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,21 ogoluwa close oworonshoki lagos
10660001,,6422305145,1,,India,New Delhi,3/28/21 14:37,,8/4/21 9:30,Organic Social,,,,,,,,,,,,,,All India Institute of Medical Sciences
7187901,,6422905862,1,,India,North Campus,3/28/21 13:55,,9/24/21 8:30,Paid Social,,,,,,,,,,,,,,"INSTITUTE OF LIVER AND BILIARY SCIENCES, VASANT KUNJ, NEW DELHI, INDIA"
10769551,PhD,6616934043,4,,Nigeria,Lagos,3/28/21 13:26,Faculty ( In a University or any other institution),4/18/22 10:00,Direct Traffic,4/12/21 4:52,15,It was not hard neither too easy,,.,4,,,Yes,,,,Yes,University of Lagos
10769401,,,1,,,,3/28/21 12:50,,,Offline Sources,3/29/21 0:11,1,,,,,,10,,,,,,
10768651,,6435216986,,,,Rudrapur,3/28/21 10:42,,4/29/21 11:00,Offline Sources,,,,,,,,,,,,,,G.B. Pant University of Agriculture and Technology
10767401,,,,,,,3/28/21 8:32,,,Offline Sources,,,,,,,,,,,,,,
10767201,PhD,6434995893,,,,,3/28/21 8:31,,,Organic Social,,,,,,,,,,,,,,Bilkent Univeristy
10767301,,,,,,,3/28/21 8:30,,,Organic Search,,,,,,,,,,,,,,
10767001,,6617252674,2,,Nigeria,Makurdi,3/28/21 8:04,,4/7/21 10:30,Organic Social,,,,,,,,,,,,,,LHYW Veterinary Services
10765951,,6434996022,,,India,Mumbai,3/28/21 4:21,,4/20/21 8:30,Organic Social,,,,,,,,,,,,,,DY Patil University
10765651,,6435426330,,,Nigeria/West Africa,FCT,3/28/21 3:23,,4/7/21 10:30,Organic Social,,,,,,,,,,,,,,Regional Disease Surveillance Systems Enhancement (REDISSE)
10763751,,6435248402,,,Argentina,Tucuman,3/27/21 20:30,,4/7/21 10:30,Direct Traffic,,,,,,,,,,,,,,CONICET
10763251,,6435061270,,,Brasil,Vila Velha,3/27/21 18:44,,4/15/21 10:00,Organic Social,,,,,,,,,,,,,,UNIVERSIDADE VILA VELHA
10757801,,,,,,,3/27/21 1:42,,,Offline Sources,,,,,,,,,,,,,,
10757301,Graduate,6435102372,,,Indonesia,Jakarta,3/26/21 23:50,,4/15/21 10:00,Organic Search,,,,,,,,,,,,,,Unika Atma Jaya
9480301,,6435102287,,,India,Navi Mumbai,3/26/21 22:26,,4/26/21 8:30,Organic Social,,,,,,,,,,,,,,Dy Patil University School of Biotechnology and Bioinformatics
10751401,,6435462247,2,,India,bangalore,3/26/21 22:10,,6/21/21 9:00,Organic Social,,,,,,,,,,,,,,Bangalore univarsity
10754701,,1438657699,,,USA,Baltimore,3/26/21 13:57,,4/5/21 13:00,Direct Traffic,,,,,,,,,,,,,,Johns Hopkins University
10752751,,6422869018,1,,India,Chennai,3/26/21 8:58,,9/22/21 9:30,Organic Search,,,,,,,,,,,,,,SRMIST
10751751,,6434995973,,,Cambodia,Phnom Penh,3/26/21 6:47,,4/14/21 10:30,Organic Social,,,,,,,,,,,,,,Institut Pasteur du Cambodge
10749451,,,,,,,3/26/21 3:02,,,Offline Sources,,,,,,,,,,,,,,
10749351,beginner,6422948171,7,,IN,Thane,3/26/21 2:44,Undergraduate (Bachelors - B.Sc. or B.A.),5/24/22 4:30,Organic Search,5/24/21 3:19,60,Extremely easy,,,5,,122.5,Yes,,,,Yes,Amity university
10748901,Bachelors,6422895486,2,,India,Kolkata,3/26/21 1:51,,9/22/21 9:30,Organic Search,,,It was not hard neither too easy,,NA,5,,,Yes,,,,Yes,Adamas University
10747401,Undergraduate student at molecular biology and genetics,5718870294,1,,Turkey,Ankara,3/26/21 0:07,,4/21/22 10:30,Organic Search,3/29/21 23:37,4,It was not hard neither too easy,,,5,,225,Yes,,,,Yes,Bilkent University
